ticker,tags,daily_df,intraday_df,daily_len,intr_len,daily_peaks,daily_troughs,intr_peaks,intr_troughs,intr_top,intr_bottom,earnings_date,trade_details,sector,last_close,last_date,entry_price,entry_date
GNR,"['DAILY_TOP', 'RECENT_WEEKLY_TOP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  51.590000  ...  51.169998  51.169998
1   2025-04-24 13:30:00+00:00  51.410000  ...  52.643943  50.466053
2   2025-04-25 13:30:00+00:00  51.599998  ...  52.449749  50.816916
3   2025-04-28 13:30:00+00:00  51.770000  ...  52.597298  50.922701
4   2025-04-29 13:30:00+00:00  51.980000  ...  52.538778  51.053220
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  62.599998  ...  63.236576  60.670424
176 2026-01-05 14:30:00+00:00  63.639999  ...  63.606104  60.501896
177 2026-01-06 14:30:00+00:00  64.019997  ...  63.955988  60.415012
178 2026-01-07 14:30:00+00:00  63.650002  ...  64.016983  60.575017
179 2026-01-08 18:34:09+00:00  62.549999  ...  64.100913  60.726777

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  62.299999  ...  62.219898  62.219898
1   2025-12-29 14:35:00+00:00  62.410000  ...  62.325378  62.169522
2   2025-12-29 14:40:00+00:00  62.205002  ...  62.320373  62.129561
3   2025-12-29 14:45:00+00:00  62.116199  ...  62.348294  62.033157
4   2025-12-29 14:50:00+00:00  62.040001  ...  62.331344  62.013816
..                        ...        ...  ...        ...        ...
538 2026-01-08 18:15:00+00:00  63.380001  ...  63.414844  63.091226
539 2026-01-08 18:20:00+00:00  63.380001  ...  63.431934  63.093636
540 2026-01-08 18:25:00+00:00  63.380001  ...  63.440834  63.103736
541 2026-01-08 18:30:00+00:00  63.389999  ...  63.456053  63.113877
542 2026-01-08 18:34:09+00:00  63.416901  ...  63.469099  63.125522

[543 rows x 14 columns]",180,543,"[53, 62, 114, 141, 177]","[43, 59, 69, 118, 135, 147]","[133, 418]","[69, 204, 431, 497]",64.19000244140625,62.06990051269531,,"{'DAILY_TOP': {'sl': np.float64(65.02857072012765), 'tp': np.float64(60.19356046404158), 'entry': 63.416900634765625, 'desc': 'Daily top confirmed near $64.32. Entry (short): $63.42.'}}",,63.416900634765625,2026-01-08,,
GOLD,"['DAILY_TOP', 'HALFYEARLY_UP', 'MONTHLY_UP', 'QUARTERLY_UP', 'RECENT_WEEKLY_TOP', 'RSI_OVERBOUGHT', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  24.969999  ...  24.809999  24.809999
1   2025-04-24 13:30:00+00:00  24.879999  ...  25.288553  24.581446
2   2025-04-25 13:30:00+00:00  24.799999  ...  25.194994  24.691672
3   2025-04-28 13:30:00+00:00  24.809999  ...  25.422905  24.167094
4   2025-04-29 13:30:00+00:00  24.330000  ...  25.486657  23.821342
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  34.299999  ...  35.463710  29.783290
176 2026-01-05 14:30:00+00:00  35.869999  ...  36.048646  29.755355
177 2026-01-06 14:30:00+00:00  36.400002  ...  37.013511  29.506489
178 2026-01-07 14:30:00+00:00  37.750000  ...  37.659319  29.615681
179 2026-01-08 18:25:35+00:00  37.299999  ...  38.198311  29.742690

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  33.750000  ...  33.570000  33.570000
1   2025-12-29 14:35:00+00:00  33.610001  ...  33.765252  33.476749
2   2025-12-29 14:40:00+00:00  33.649899  ...  34.005332  32.932669
3   2025-12-29 14:45:00+00:00  33.430000  ...  33.914335  32.891666
4   2025-12-29 14:50:00+00:00  33.224998  ...  33.834617  32.926185
..                        ...        ...  ...        ...        ...
578 2026-01-08 18:00:00+00:00  37.799999  ...  37.860880  37.382221
579 2026-01-08 18:05:00+00:00  37.810001  ...  37.884610  37.389491
580 2026-01-08 18:10:00+00:00  37.810001  ...  37.890296  37.411754
581 2026-01-08 18:15:00+00:00  37.709999  ...  37.894581  37.420469
582 2026-01-08 18:25:35+00:00  37.740002  ...  37.902485  37.423566

[583 rows x 14 columns]",180,583,"[100, 122, 177]","[11, 115, 135]","[308, 397, 462]","[388, 466]",37.95000076293945,36.02000045776367,,"{'DAILY_TOP': {'sl': np.float64(39.4763582774571), 'tp': np.float64(34.26728848048619), 'entry': 37.7400016784668, 'desc': 'Daily top confirmed near $38.06. Entry (short): $37.74.'}}",,37.7400016784668,2026-01-08,,
GOOGL,"['HALFYEARLY_UP', 'INTRADAY_TOP', 'QUARTERLY_UP', 'YEARLY_UP', 'YTD_DOWN']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  173.600006  ...  172.630005  172.630005
1   2024-07-25 13:30:00+00:00  172.520004  ...  177.521053  162.388951
2   2024-07-26 13:30:00+00:00  167.149994  ...  175.315494  162.624508
3   2024-07-29 13:30:00+00:00  168.830002  ...  174.321250  163.898752
4   2024-07-30 13:30:00+00:00  170.240005  ...  173.980839  164.711159
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  312.500000  ...  324.557138  300.175861
361 2025-12-31 14:30:00+00:00  312.850006  ...  324.313873  300.138126
362 2026-01-02 14:30:00+00:00  316.899994  ...  323.670952  300.333046
363 2026-01-05 14:30:00+00:00  317.660004  ...  323.517055  300.378944
364 2026-01-06 18:46:56+00:00  317.605011  ...  322.354073  300.819926

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  313.500000  ...  313.679993  313.679993
1   2025-12-24 14:35:00+00:00  313.709991  ...  315.051313  310.808672
2   2025-12-24 14:40:00+00:00  312.200592  ...  314.373367  311.133286
3   2025-12-24 14:45:00+00:00  312.750000  ...  314.127281  311.461464
4   2025-12-24 14:50:00+00:00  312.940002  ...  314.226312  311.628681
..                        ...         ...  ...         ...         ...
558 2026-01-06 18:30:00+00:00  313.420013  ...  314.220578  312.320636
559 2026-01-06 18:35:00+00:00  313.190002  ...  314.122787  312.559428
560 2026-01-06 18:40:00+00:00  313.545013  ...  313.970638  312.879585
561 2026-01-06 18:45:00+00:00  313.799988  ...  313.967020  312.989132
562 2026-01-06 18:46:56+00:00  314.049988  ...  314.059834  312.968318

[563 rows x 14 columns]",365,563,[337],[330],"[0, 43, 69, 70, 199, 271, 332, 358, 415, 442, 479, 511, 562]","[1, 51, 128, 147, 278, 352, 383, 430, 467, 468, 497, 535]",321.8999938964844,310.7650146484375,,{},,314.04998779296875,2026-01-06,,
GOOX,"['BREAKOUT_UP', 'HALFYEARLY_UP', 'MONTHLY_UP', 'NINE_DAY_HIGH', 'QUARTERLY_UP', 'RSI_OVERBOUGHT', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  20.240000  ...  20.160000  20.160000
1   2025-04-24 13:30:00+00:00  20.280001  ...  21.978504  19.291496
2   2025-04-25 13:30:00+00:00  22.575001  ...  22.506696  19.453304
3   2025-04-28 13:30:00+00:00  21.780001  ...  22.351983  19.773017
4   2025-04-29 13:30:00+00:00  21.275000  ...  22.186776  19.952423
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  71.129997  ...  75.333455  65.035444
176 2026-01-05 14:30:00+00:00  71.349998  ...  75.073012  65.104888
177 2026-01-06 14:30:00+00:00  71.440002  ...  74.303975  65.401024
178 2026-01-07 14:30:00+00:00  70.349998  ...  74.711696  65.240304
179 2026-01-08 18:19:21+00:00  76.470001  ...  75.315848  64.903151

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  69.230003  ...  69.519997  69.519997
1   2025-12-29 14:35:00+00:00  69.650002  ...  70.477103  69.062890
2   2025-12-29 14:40:00+00:00  69.849998  ...  70.273106  69.272889
3   2025-12-29 14:45:00+00:00  69.519997  ...  70.178260  69.266236
4   2025-12-29 14:50:00+00:00  69.559998  ...  70.110520  69.317077
..                        ...        ...  ...        ...        ...
355 2026-01-08 17:25:00+00:00  75.720001  ...  76.614381  74.840629
356 2026-01-08 18:00:00+00:00  75.711304  ...  76.614456  74.862534
357 2026-01-08 18:05:00+00:00  75.640999  ...  76.615067  74.879923
358 2026-01-08 18:15:00+00:00  75.447601  ...  76.573693  74.968367
359 2026-01-08 18:19:21+00:00  75.540001  ...  76.553301  75.022759

[360 rows x 14 columns]",180,360,[150],[143],"[46, 115, 170, 214, 270, 306, 342]","[110, 136, 233, 265, 322]",76.3550033569336,68.54000091552734,,"{'BREAKOUT_UP': {'sl': np.float64(71.45764323643276), 'tp': np.float64(83.70471627371651), 'entry': 75.54000091552734, 'desc': 'Breakout above 20-day high ($74.07). Entry: $75.54.'}}",,75.54000091552734,2026-01-08,,
GOTU,"['HALFYEARLY_DOWN', 'QUARTERLY_DOWN', 'RSI_OVERBOUGHT', 'YTD_UP']","                         Date  Open   High  ...    BB_std  BB_upper  BB_lower
0   2025-04-23 13:30:00+00:00  2.83  2.970  ...  0.000000  2.870000  2.870000
1   2025-04-24 13:30:00+00:00  2.83  2.885  ...  0.000000  2.870000  2.870000
2   2025-04-25 13:30:00+00:00  2.87  3.000  ...  0.069282  3.048564  2.771436
3   2025-04-28 13:30:00+00:00  3.00  3.085  ...  0.097980  3.145959  2.754041
4   2025-04-29 13:30:00+00:00  3.06  3.090  ...  0.100399  3.174798  2.773201
..                        ...   ...    ...  ...       ...       ...       ...
175 2026-01-02 14:30:00+00:00  2.35  2.460  ...  0.059584  2.510668  2.272332
176 2026-01-05 14:30:00+00:00  2.46  2.620  ...  0.072974  2.546949  2.255051
177 2026-01-06 14:30:00+00:00  2.62  2.635  ...  0.081169  2.571338  2.246662
178 2026-01-07 14:30:00+00:00  2.56  2.570  ...  0.082590  2.575179  2.244821
179 2026-01-08 18:40:07+00:00  2.53  2.560  ...  0.083890  2.578530  2.242970

[180 rows x 14 columns]","                         Date    Open    High  ...    BB_std  BB_upper  BB_lower
0   2025-12-29 14:30:00+00:00  2.3000  2.3100  ...  0.000000  2.305000  2.305000
1   2025-12-29 14:35:00+00:00  2.3050  2.3288  ...  0.016829  2.350558  2.283242
2   2025-12-29 14:40:00+00:00  2.3300  2.3300  ...  0.013712  2.348258  2.293409
3   2025-12-29 14:45:00+00:00  2.3200  2.3400  ...  0.013248  2.350872  2.297878
4   2025-12-29 14:50:00+00:00  2.3399  2.3450  ...  0.014721  2.357943  2.299057
..                        ...     ...     ...  ...       ...       ...       ...
574 2026-01-08 18:20:00+00:00  2.5600  2.5600  ...  0.008626  2.558002  2.523498
575 2026-01-08 18:25:00+00:00  2.5500  2.5600  ...  0.009234  2.560714  2.523776
576 2026-01-08 18:30:00+00:00  2.5600  2.5600  ...  0.009643  2.562280  2.523710
577 2026-01-08 18:35:00+00:00  2.5550  2.5550  ...  0.009253  2.562501  2.525489
578 2026-01-08 18:40:07+00:00  2.5550  2.5550  ...  0.009517  2.563778  2.525712

[579 rows x 14 columns]",180,579,"[16, 29, 56, 77, 88, 125]","[0, 1, 24, 50, 82]",[240],"[225, 302]",2.444999933242798,2.315000057220459,,{},,2.555000066757202,2026-01-08,,
GOVI,['YTD_UP'],"                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  27.459999  ...  27.150000  27.150000
1   2025-04-24 13:30:00+00:00  27.309999  ...  27.494559  26.985441
2   2025-04-25 13:30:00+00:00  27.490000  ...  27.663529  26.983137
3   2025-04-28 13:30:00+00:00  27.469999  ...  27.803908  26.991092
4   2025-04-29 13:30:00+00:00  27.580000  ...  27.956645  26.987355
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  27.600000  ...  27.786820  27.494180
176 2026-01-05 14:30:00+00:00  27.549999  ...  27.765866  27.498134
177 2026-01-06 14:30:00+00:00  27.559999  ...  27.759204  27.494796
178 2026-01-07 14:30:00+00:00  27.690001  ...  27.763817  27.495183
179 2026-01-08 18:33:33+00:00  27.590000  ...  27.763738  27.494761

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  27.680000  ...  27.680000  27.680000
1   2025-12-29 14:35:00+00:00  27.705900  ...  27.729578  27.656322
2   2025-12-29 14:40:00+00:00  27.709999  ...  27.731166  27.666101
3   2025-12-29 14:45:00+00:00  27.700001  ...  27.725573  27.672377
4   2025-12-29 14:50:00+00:00  27.690001  ...  27.721573  27.672787
..                        ...        ...  ...        ...        ...
431 2026-01-08 18:00:00+00:00  27.594999  ...  27.617816  27.577413
432 2026-01-08 18:10:00+00:00  27.590099  ...  27.617791  27.577938
433 2026-01-08 18:20:00+00:00  27.600000  ...  27.618016  27.578214
434 2026-01-08 18:30:00+00:00  27.605000  ...  27.618608  27.579122
435 2026-01-08 18:33:33+00:00  27.605000  ...  27.619077  27.580152

[436 rows x 14 columns]",180,436,"[4, 47, 71, 97, 100, 126, 141, 151]","[0, 20, 56, 80, 104, 108, 136]","[2, 23, 60, 81, 83, 84, 85, 123, 143, 171, 251, 268, 285, 286, 337, 369, 425]","[12, 67, 68, 69, 113, 206, 304, 397, 398]",27.718900680541992,27.51300048828125,,{},,27.604999542236328,2026-01-08,,
GOVT,['YTD_UP'],"                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  22.889999  ...  22.770000  22.770000
1   2025-04-24 13:30:00+00:00  22.830000  ...  22.942280  22.687721
2   2025-04-25 13:30:00+00:00  22.900000  ...  23.000997  22.699004
3   2025-04-28 13:30:00+00:00  22.910000  ...  23.071547  22.698453
4   2025-04-29 13:30:00+00:00  22.980000  ...  23.144944  22.695057
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  23.049999  ...  23.127474  22.981526
176 2026-01-05 14:30:00+00:00  23.040001  ...  23.122349  22.982651
177 2026-01-06 14:30:00+00:00  23.040001  ...  23.120865  22.982135
178 2026-01-07 14:30:00+00:00  23.090000  ...  23.125128  22.983872
179 2026-01-08 18:29:03+00:00  23.040001  ...  23.124020  22.988980

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  23.070000  ...  23.074600  23.074600
1   2025-12-29 14:35:00+00:00  23.080000  ...  23.084936  23.069664
2   2025-12-29 14:40:00+00:00  23.087999  ...  23.096737  23.066130
3   2025-12-29 14:45:00+00:00  23.084999  ...  23.095319  23.069331
4   2025-12-29 14:50:00+00:00  23.084999  ...  23.093881  23.067839
..                        ...        ...  ...        ...        ...
590 2026-01-08 18:10:00+00:00  23.045000  ...  23.061439  23.037231
591 2026-01-08 18:15:00+00:00  23.040001  ...  23.061439  23.037231
592 2026-01-08 18:20:00+00:00  23.045401  ...  23.061330  23.036880
593 2026-01-08 18:25:00+00:00  23.049999  ...  23.061214  23.036506
594 2026-01-08 18:29:03+00:00  23.049999  ...  23.060639  23.036581

[595 rows x 14 columns]",180,595,"[5, 26, 46, 70, 71, 100, 126, 151, 166]","[0, 20, 31, 56, 80, 114, 136, 159, 169]","[2, 27, 77, 106, 122, 125, 149, 150, 151, 155, 173, 191, 237, 280, 345, 347, 350, 368, 370, 388, 389, 473, 510, 577]","[11, 84, 115, 156, 179, 268, 293, 409, 441, 525, 549, 585]",23.099899291992188,23.002399444580078,,{},,23.049999237060547,2026-01-08,,
GOVZ,['YTD_UP'],"                         Date  Open     High  ...    BB_std   BB_upper  BB_lower
0   2025-04-23 13:30:00+00:00  9.85   9.8900  ...  0.000000   9.560000  9.560000
1   2025-04-24 13:30:00+00:00  9.67   9.7350  ...  0.106066   9.847132  9.422869
2   2025-04-25 13:30:00+00:00  9.86   9.8690  ...  0.121243   9.932487  9.447513
3   2025-04-28 13:30:00+00:00  9.78   9.9350  ...  0.151740  10.050980  9.444021
4   2025-04-29 13:30:00+00:00  9.90  10.0600  ...  0.185418  10.176837  9.435164
..                        ...   ...      ...  ...       ...        ...       ...
175 2026-01-02 14:30:00+00:00  9.29   9.2900  ...  0.083619   9.552238  9.217762
176 2026-01-05 14:30:00+00:00  9.22   9.2900  ...  0.078942   9.529384  9.213616
177 2026-01-06 14:30:00+00:00  9.20   9.2550  ...  0.080872   9.522493  9.199007
178 2026-01-07 14:30:00+00:00  9.35   9.3800  ...  0.079111   9.513973  9.197527
179 2026-01-08 18:43:15+00:00  9.26   9.2901  ...  0.078323   9.503146  9.189854

[180 rows x 14 columns]","                         Date    Open    High  ...    BB_std  BB_upper  BB_lower
0   2025-12-29 14:30:00+00:00  9.3900  9.4000  ...  0.000000  9.391200  9.391200
1   2025-12-29 14:35:00+00:00  9.4100  9.4100  ...  0.013293  9.427187  9.374013
2   2025-12-29 14:40:00+00:00  9.4200  9.4200  ...  0.010854  9.425441  9.382025
3   2025-12-29 14:45:00+00:00  9.4179  9.4179  ...  0.009400  9.424100  9.386500
4   2025-12-29 14:50:00+00:00  9.4100  9.4100  ...  0.008408  9.423055  9.389425
..                        ...     ...     ...  ...       ...       ...       ...
505 2026-01-08 18:15:00+00:00  9.2700  9.2700  ...  0.012968  9.291382  9.239508
506 2026-01-08 18:20:00+00:00  9.2700  9.2740  ...  0.013034  9.292218  9.240082
507 2026-01-08 18:25:00+00:00  9.2713  9.2795  ...  0.012651  9.292328  9.241722
508 2026-01-08 18:40:00+00:00  9.2640  9.2690  ...  0.011685  9.291144  9.244406
509 2026-01-08 18:43:15+00:00  9.2650  9.2650  ...  0.010932  9.290395  9.246665

[510 rows x 14 columns]",180,510,"[4, 35, 47, 71, 97, 100, 109, 126, 141, 151, 170]","[0, 20, 37, 56, 57, 58, 59, 80, 90, 104, 114, 175]","[61, 89, 147, 308, 343, 443, 499]","[70, 228, 362, 365, 474]",9.40999984741211,9.180000305175781,,{},,9.265000343322754,2026-01-08,,
GPIQ,['YTD_UP'],"                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  43.400002  ...  42.900002  42.900002
1   2025-04-24 13:30:00+00:00  43.130001  ...  44.929063  41.930937
2   2025-04-25 13:30:00+00:00  44.099998  ...  45.414588  42.158746
3   2025-04-28 13:30:00+00:00  44.630001  ...  45.466306  42.458695
4   2025-04-29 13:30:00+00:00  44.369999  ...  45.594375  42.641627
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  52.790001  ...  54.021097  51.944903
176 2026-01-05 14:30:00+00:00  52.849998  ...  54.002890  51.917110
177 2026-01-06 14:30:00+00:00  52.770000  ...  53.976340  51.917660
178 2026-01-07 14:30:00+00:00  53.130001  ...  53.963405  51.917595
179 2026-01-08 18:44:11+00:00  53.070000  ...  53.922973  51.909027

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  53.252499  ...  53.278099  53.278099
1   2025-12-29 14:35:00+00:00  53.279999  ...  53.511249  53.166748
2   2025-12-29 14:40:00+00:00  53.400002  ...  53.491205  53.220726
3   2025-12-29 14:45:00+00:00  53.384998  ...  53.463107  53.230842
4   2025-12-29 14:50:00+00:00  53.330799  ...  53.448306  53.222893
..                        ...        ...  ...        ...        ...
593 2026-01-08 18:25:00+00:00  52.806000  ...  52.901462  52.777999
594 2026-01-08 18:30:00+00:00  52.830002  ...  52.900297  52.782164
595 2026-01-08 18:35:00+00:00  52.834999  ...  52.898442  52.781529
596 2026-01-08 18:40:00+00:00  52.834999  ...  52.898872  52.783609
597 2026-01-08 18:44:11+00:00  52.840000  ...  52.899134  52.784346

[598 rows x 14 columns]",180,598,"[46, 131, 160, 170]","[0, 69, 118, 147, 165]","[1, 210, 401]","[8, 262, 287, 309, 552]",53.399898529052734,52.119998931884766,,{},,52.84000015258789,2026-01-08,,
GPIX,['YTD_UP'],"                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  45.049999  ...  44.470001  44.470001
1   2025-04-24 13:30:00+00:00  44.720001  ...  46.613918  43.446083
2   2025-04-25 13:30:00+00:00  45.480000  ...  46.537593  43.915740
3   2025-04-28 13:30:00+00:00  45.950001  ...  46.496045  44.178954
4   2025-04-29 13:30:00+00:00  45.669998  ...  46.572407  44.327593
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  52.639999  ...  53.465061  52.004939
176 2026-01-05 14:30:00+00:00  52.790001  ...  53.472371  52.014628
177 2026-01-06 14:30:00+00:00  52.860001  ...  53.503170  52.018829
178 2026-01-07 14:30:00+00:00  53.080002  ...  53.519261  52.034739
179 2026-01-08 18:45:18+00:00  52.900002  ...  53.531885  52.056144

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  53.090000  ...  53.115002  53.115002
1   2025-12-29 14:35:00+00:00  53.130001  ...  53.239423  53.055579
2   2025-12-29 14:40:00+00:00  53.169998  ...  53.218249  53.085086
3   2025-12-29 14:45:00+00:00  53.160000  ...  53.206665  53.080835
4   2025-12-29 14:50:00+00:00  53.141201  ...  53.196857  53.085144
..                        ...        ...  ...        ...        ...
590 2026-01-08 18:25:00+00:00  52.919899  ...  52.979885  52.881304
591 2026-01-08 18:30:00+00:00  52.914600  ...  52.979177  52.883433
592 2026-01-08 18:35:00+00:00  52.916500  ...  52.978840  52.882569
593 2026-01-08 18:40:00+00:00  52.915001  ...  52.977298  52.881081
594 2026-01-08 18:45:18+00:00  52.910301  ...  52.977397  52.880023

[595 rows x 14 columns]",180,595,"[18, 65, 130, 141, 152, 170, 171]","[0, 69, 118, 147, 165]","[210, 296, 400, 401]","[262, 285, 286, 287, 309, 389, 476, 545]",53.06740188598633,52.33000183105469,,{},,52.910301208496094,2026-01-08,,
